Contact_Type_Id,Contact_Notes,Date_of_Birth,Primary_Business_Unit_Id,Contact_Person,Company_UEN_Registration_No,Website_URL,First_Name,Company_City,NRIC_Number,Referrer_Email_Address,Secondary_Business_Unit_Id,Company_Id,UTM_Source,Do_Not_Call,Company_Address_Line_2,Managed_Contact,Postal_Code,Company_Website,Referrer_Address,Next_Activity_Date,Company_Linkedin_URL,Company_Owner,School_Attended,Cilos_Substage_Id,Company_Postal_Code,Company_Facebook,Secondary_Business_Acc_Mgr,Lead_Status,Career_Level,Salutation,Major,Facebook_Id,Current_Income_Yearly,Passport_Number,Company_Size_Category_Code,UTM_Campaign,Job_Classification,WhatsApp_Phone_Number,Primary_Business_Acc_Mgr,Marketing_Campaign_Id,Race_Id,Address_Line_1,Industry_Group,FIN_Number,Lifecycle_Stage,Agentic_Type_Id,Current_Designation,Sales_Region,Industry_Sector,Company_Phone,Annual_Revenue,EduCLaaS_Account_Manager_Name,Mobile_Phone_Number,Parent_Guardian_Contact_No,Company_SSIC,No_of_Work_Experience_Year,Last_Name,UTM_Medium,State_Region
672c9025-08ba-48ea-a6db-726ff81449f5,"Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. Generated note 11. ",1990-12-11,0360b1f8-23b6-45ac-afa3-8806e2db0863,"Manager 11",UEN11,https://company11.com,User11,"Kuala Lumpur",NRIC11,Value_Referrer_Email_Address_11,2f6a0872-0f72-43c6-9c2d-266281bfd9f2,4f9019f0-7594-4f68-be83-4041f0cf174a,Direct,1,"Company Block 11",1,50000,https://company11.com,"Ref Address 11",2026-03-04,https://linkedin.com/company/11,"Owner 11","Test University 11",4295608b-be95-4aa2-bc5a-af209c3c10f8,50000,https://facebook.com/company11,Value_Secondary_Business_Acc_Mgr_11,Converted,Value_Career_Level_11,Ms,Engineering,7a7dfb2e-c75c-4ffd-b2fc-23b7a9819cf2,101155,PASS11,Large,"Campaign 2",Marketing,0130623951,Value_Primary_Business_Acc_Mgr_11,f92ea993-5f9e-4e9c-b1fb-abf96d3e9797,cd1d8104-8762-40a1-b8b6-5d59f14e453f,"Street 11",NGO,FIN11,Alumni,f13cd35a-491a-4b18-9afd-2e27b19061d6,Lead,Value_Sales_Region_11,Value_Industry_Sector_11,036783371,52928,"Account Manager 11",0171462349,0136368887,SSIC11,12,Test11,Referral,KL
8cc7b8a7-e8b0-4e51-a7ba-77fa8141a236,"Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. Generated note 12. ",1989-08-12,ee51f642-3eec-4e45-a56d-0b6c81c20b7d,"Manager 12",UEN12,https://company12.com,User12,"Kuala Lumpur",NRIC12,Value_Referrer_Email_Address_12,3cc0ae0b-00b0-4832-b291-c36b0ccd54ac,b6e2efcd-b8d2-4a0b-9852-bc18dffd948f,Google,0,"Company Block 12",0,50000,https://company12.com,"Ref Address 12",2026-03-04,https://linkedin.com/company/12,"Owner 12","Test University 12",15a494dc-2e8c-4ee9-9079-484e9ba23dfe,50000,https://facebook.com/company12,Value_Secondary_Business_Acc_Mgr_12,New,Value_Career_Level_12,Mrs,"Computer Science",78c665d2-7fc0-43e3-815b-39c89a730952,44706,PASS12,Small,"Campaign 3",IT,0178561118,Value_Primary_Business_Acc_Mgr_12,4ae41c7f-5bee-4708-a24f-7606323ae2f8,7541a02d-746d-4a58-a864-74930331df4b,"Street 12",Private,FIN12,Prospect,f4fc83a3-2301-43aa-bcce-a8cb8f649552,Junior,Value_Sales_Region_12,Value_Industry_Sector_12,036053036,29217,"Account Manager 12",0126435235,0145371557,SSIC12,2,Test12,CPC,KL
e89d330d-3246-4fa2-9bd4-bbdbf02a6478,"Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. Generated note 13. ",1989-02-27,07e639a9-31b9-4e39-904e-344bba125a56,"Manager 13",UEN13,https://company13.com,User13,"Kuala Lumpur",NRIC13,Value_Referrer_Email_Address_13,e63630f6-c37d-427f-a82b-b9b70e8e242b,cecfb7d9-067e-4a5b-a1b6-430f1617ee62,LinkedIn,1,"Company Block 13",1,50000,https://company13.com,"Ref Address 13",2026-03-04,https://linkedin.com/company/13,"Owner 13","Test University 13",e5601bc4-4762-4529-88fa-0a091017d9fa,50000,https://facebook.com/company13,Value_Secondary_Business_Acc_Mgr_13,Working,Value_Career_Level_13,Dr,Business,38a00bd1-93e3-4970-a95c-b0cf797cd756,118178,PASS13,Medium,"Campaign 4",Finance,0184044021,Value_Primary_Business_Acc_Mgr_13,4ad9b7f8-b13a-4c47-aa86-d4b51d86bb84,232e59d6-a539-4390-8b0e-831e4fdd0dd6,"Street 13",Public,FIN13,Lead,3678ddab-9d69-472b-a936-9d22384e5d13,Mid,Value_Sales_Region_13,Value_Industry_Sector_13,035544374,290497,"Account Manager 13",0144410263,0112347505,SSIC13,7,Test13,Email,KL
4acc3091-c7cc-4401-be5a-15c1461596b1,"Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. Generated note 14. ",1990-09-27,0fa6e7f2-850e-4844-b0ce-755e4b6661ab,"Manager 14",UEN14,https://company14.com,User14,"Kuala Lumpur",NRIC14,Value_Referrer_Email_Address_14,9663558d-8cc5-48dc-b4ad-cbcc66d055bb,048a2e77-0f53-4e4f-aaf9-84a26b31c680,Facebook,0,"Company Block 14",0,50000,https://company14.com,"Ref Address 14",2026-03-04,https://linkedin.com/company/14,"Owner 14","Test University 14",4870153b-a3c1-4c60-906f-bd27428db5f7,50000,https://facebook.com/company14,Value_Secondary_Business_Acc_Mgr_14,Nurture,Value_Career_Level_14,Mdm,IT,49ed379a-3be6-45f8-aa7a-ee0a3de4ac93,54540,PASS14,Large,"Campaign 5",Sales,0119051378,Value_Primary_Business_Acc_Mgr_14,13978a45-fad8-4282-993c-f517e2f9c75b,446b9812-9e99-45f0-820c-43c72dd897b5,"Street 14",NGO,FIN14,Customer,201d1e56-b38f-47e2-8e12-d1d10783b49f,Senior,Value_Sales_Region_14,Value_Industry_Sector_14,037499559,332167,"Account Manager 14",0168250635,0127912182,SSIC14,3,Test14,Organic,KL
6d12ae91-361e-40a9-9aa3-4fc8234e235b,"Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. Generated note 15. ",1987-07-14,89300cbf-efa7-4a1a-b143-e9825a5bb9fe,"Manager 15",UEN15,https://company15.com,User15,"Kuala Lumpur",NRIC15,Value_Referrer_Email_Address_15,027935a1-55e1-40a7-9929-72561a2891c7,ad5f1e43-7b68-432f-a7ec-46c2fe14e54c,Direct,1,"Company Block 15",1,50000,https://company15.com,"Ref Address 15",2026-03-04,https://linkedin.com/company/15,"Owner 15","Test University 15",1f3ec1e3-85c2-4be3-8c43-5fa78ad12949,50000,https://facebook.com/company15,Value_Secondary_Business_Acc_Mgr_15,Converted,Value_Career_Level_15,Mr,Engineering,2be98916-1409-4540-a547-0a2224e4ec0e,76994,PASS15,Small,"Campaign 1",Marketing,0125901290,Value_Primary_Business_Acc_Mgr_15,c450bca9-0832-4d81-93aa-c0091bd4d4cb,00e5373e-495d-4c5c-b880-af19d2730906,"Street 15",Private,FIN15,Alumni,e9e8b297-b734-402b-b152-bd07ea8fc42c,Lead,Value_Sales_Region_15,Value_Industry_Sector_15,032821440,229826,"Account Manager 15",0139301814,0195910169,SSIC15,9,Test15,Referral,KL
05187694-a44a-435c-baac-2606e0f1ad00,"Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. Generated note 16. ",1982-07-26,5ccb0913-6982-441e-8f4f-fc05207f6173,"Manager 16",UEN16,https://company16.com,User16,"Kuala Lumpur",NRIC16,Value_Referrer_Email_Address_16,43086691-3ef0-45fb-9ba5-d235d46b9a70,9e010433-4143-44ac-bc06-072e79716555,Google,0,"Company Block 16",0,50000,https://company16.com,"Ref Address 16",2026-03-04,https://linkedin.com/company/16,"Owner 16","Test University 16",ad99c3ee-6415-4626-bc0f-bcefaaafc8c7,50000,https://facebook.com/company16,Value_Secondary_Business_Acc_Mgr_16,New,Value_Career_Level_16,Ms,"Computer Science",19168a15-cdd9-4fbf-9258-a6508f701870,89607,PASS16,Medium,"Campaign 2",IT,0152211383,Value_Primary_Business_Acc_Mgr_16,ce161c38-b748-46fd-ae47-3930af2cd00a,2f075172-cf54-493e-8231-a48edb2f8766,"Street 16",Public,FIN16,Prospect,fc3b545c-4eec-4ad9-853d-a168b18e9c6b,Junior,Value_Sales_Region_16,Value_Industry_Sector_16,034732439,90830,"Account Manager 16",0149038320,0182174000,SSIC16,13,Test16,CPC,KL
2c002462-65e0-401d-9c97-3145bec78870,"Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. Generated note 17. ",1996-12-15,457f69a6-ffb8-4060-ad78-0661804b82a0,"Manager 17",UEN17,https://company17.com,User17,"Kuala Lumpur",NRIC17,Value_Referrer_Email_Address_17,aa399223-298f-4975-858d-663933d8b16c,5177bdff-17a7-453d-a184-3887156979d3,LinkedIn,1,"Company Block 17",1,50000,https://company17.com,"Ref Address 17",2026-03-04,https://linkedin.com/company/17,"Owner 17","Test University 17",6db4fbab-b475-40c6-b719-8beaddf695dc,50000,https://facebook.com/company17,Value_Secondary_Business_Acc_Mgr_17,Working,Value_Career_Level_17,Mrs,Business,038a6859-e4d4-480f-9bac-863f635846d4,70260,PASS17,Large,"Campaign 3",Finance,0169155560,Value_Primary_Business_Acc_Mgr_17,b2348288-98ec-458f-ae87-359bd5e347d8,027e39e0-e3e6-4362-a8f6-eefe431209a1,"Street 17",NGO,FIN17,Lead,84230470-525e-4c44-8e98-66b2a5788ae5,Mid,Value_Sales_Region_17,Value_Industry_Sector_17,032454771,121650,"Account Manager 17",0115868975,0117078374,SSIC17,0,Test17,Email,KL
556ea674-235d-4aa6-8c6c-17fcbe8890d4,"Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. Generated note 18. ",1998-06-16,374d6843-c02d-4605-84f0-a9206a27a90f,"Manager 18",UEN18,https://company18.com,User18,"Kuala Lumpur",NRIC18,Value_Referrer_Email_Address_18,ee4b4805-11f8-441a-b3b1-0a1b2ac033b1,22439e19-30ab-4643-b862-e24318117128,Facebook,0,"Company Block 18",0,50000,https://company18.com,"Ref Address 18",2026-03-04,https://linkedin.com/company/18,"Owner 18","Test University 18",85c486b8-fed8-490c-933c-7660ae59896b,50000,https://facebook.com/company18,Value_Secondary_Business_Acc_Mgr_18,Nurture,Value_Career_Level_18,Dr,IT,2d7816eb-4d1a-4a44-8501-6155f7af2b96,77027,PASS18,Small,"Campaign 4",Sales,0192186622,Value_Primary_Business_Acc_Mgr_18,df4b37c6-9655-4442-8809-86c11bbe0d1d,8f8a5634-0eb2-436a-869e-37d94ed20ee3,"Street 18",Private,FIN18,Customer,1d0e4125-8cee-4818-8e9c-2dd46335a801,Senior,Value_Sales_Region_18,Value_Industry_Sector_18,039691740,437146,"Account Manager 18",0134255352,0131013384,SSIC18,4,Test18,Organic,KL
6a866a76-bf6e-44c6-9c8a-831aef9b9564,"Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. Generated note 19. ",1998-11-11,26835dbb-9c11-4513-b13e-74eda6ac36b7,"Manager 19",UEN19,https://company19.com,User19,"Kuala Lumpur",NRIC19,Value_Referrer_Email_Address_19,12faf7d8-9bfd-4102-a4fe-3edad2748ae0,2b3813fb-719a-4fe7-811f-dedeacbfecae,Direct,1,"Company Block 19",1,50000,https://company19.com,"Ref Address 19",2026-03-04,https://linkedin.com/company/19,"Owner 19","Test University 19",099c9893-362b-44f8-a7f5-daf127e85b90,50000,https://facebook.com/company19,Value_Secondary_Business_Acc_Mgr_19,Converted,Value_Career_Level_19,Mdm,Engineering,296a987d-c2d5-4d57-88e9-8ddfd079ef68,92748,PASS19,Medium,"Campaign 5",Marketing,0198891165,Value_Primary_Business_Acc_Mgr_19,a58dac21-c0a9-4cf7-821a-df2c3ec86958,e53ad1e6-75f4-4d23-abf0-5b8f068f79b3,"Street 19",Public,FIN19,Alumni,deaa8377-75c2-44a6-9dd9-912488ab9eef,Lead,Value_Sales_Region_19,Value_Industry_Sector_19,033626887,186951,"Account Manager 19",0112911211,0198494893,SSIC19,11,Test19,Referral,KL
fb93874b-6b9c-4da2-a24f-c2c6f6cbb41b,"Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. Generated note 20. ",1989-08-07,07b8ff32-c9a8-4c56-a17e-21ce0f10849a,"Manager 20",UEN20,https://company20.com,User20,"Kuala Lumpur",NRIC20,Value_Referrer_Email_Address_20,d1f4a666-1e7c-47f3-a481-f6eb358a70d3,7bffd486-62ec-442f-b448-45d353326b8a,Google,0,"Company Block 20",0,50000,https://company20.com,"Ref Address 20",2026-03-04,https://linkedin.com/company/20,"Owner 20","Test University 20",b1bd43f1-beea-43ae-bf17-a12537a4a001,50000,https://facebook.com/company20,Value_Secondary_Business_Acc_Mgr_20,New,Value_Career_Level_20,Mr,"Computer Science",ab53be82-d397-4b12-b1d1-15386228a997,112206,PASS20,Large,"Campaign 1",IT,0146735962,Value_Primary_Business_Acc_Mgr_20,8db29fa4-d412-423d-a330-bf86564c57df,e82fc8bb-0e7d-4aed-bc80-661d50c0f560,"Street 20",NGO,FIN20,Prospect,105bb519-111c-416b-b1e5-b10ec3f2f737,Junior,Value_Sales_Region_20,Value_Industry_Sector_20,032887056,458572,"Account Manager 20",0129588098,0182592041,SSIC20,3,Test20,CPC,KL
0c8adad2-e2d1-4b3e-80da-2520143b5ac1,"Generated note 21. Generated note 21. Generated note 21. Generated note 21. Generated note 21. Generated note 21. Generated note 21. Generated note 21. Generated note 21. Generated note 21. ",1987-06-21,ac9e6e72-db9a-48b8-81f1-5de4a1804e51,"Manager 21",UEN21,https://company21.com,User21,"Kuala Lumpur",NRIC21,Value_Referrer_Email_Address_21,3c2db352-193e-4a47-a4c3-bb5a638ff622,bdb81dfa-a7ac-4cab-a31d-1a8e804f2fae,LinkedIn,1,"Company Block 21",1,50000,https://company21.com,"Ref Address 21",2026-03-04,https://linkedin.com/company/21,"Owner 21","Test University 21",c164f969-7c67-41dc-93d1-60e4cf9ea315,50000,https://facebook.com/company21,Value_Secondary_Business_Acc_Mgr_21,Working,Value_Career_Level_21,Ms,Business,b316b3de-ae7a-44f1-a971-b8d40b48cb00,98909,PASS21,Small,"Campaign 2",Finance,0181199301,Value_Primary_Business_Acc_Mgr_21,98729b71-7e7a-4fd9-80d3-4aa393bb1454,12994051-91c0-4c89-921e-45c229cb9a93,"Street 21",Private,FIN21,Lead,5b171998-5edf-4789-a56c-a456fe6e6f52,Mid,Value_Sales_Region_21,Value_Industry_Sector_21,035366697,76234,"Account Manager 21",0173638133,0188708837,SSIC21,5,Test21,Email,KL
7652f5f6-3fbc-4e8a-8ae7-44eb8dfd3288,"Generated note 22. Generated note 22. Generated note 22. Generated note 22. Generated note 22. Generated note 22. Generated note 22. Generated note 22. Generated note 22. Generated note 22. ",1996-10-09,0f941f14-acbd-42f8-b7b1-c5411c44890b,"Manager 22",UEN22,https://company22.com,User22,"Kuala Lumpur",NRIC22,Value_Referrer_Email_Address_22,a2412e9c-ece3-46db-ad08-1d2998963e26,a1a412b8-15a1-4058-8161-32db6e44ef7d,Facebook,0,"Company Block 22",0,50000,https://company22.com,"Ref Address 22",2026-03-04,https://linkedin.com/company/22,"Owner 22","Test University 22",0cd1299b-5270-407e-b9ef-f572b571809c,50000,https://facebook.com/company22,Value_Secondary_Business_Acc_Mgr_22,Nurture,Value_Career_Level_22,Mrs,IT,4a3197b6-472e-402e-b821-05a679dd9b00,46205,PASS22,Medium,"Campaign 3",Sales,0179992039,Value_Primary_Business_Acc_Mgr_22,9387b7e4-6ccb-4d95-b5dd-06a28d8f0782,27cc3f66-8709-45b2-b7ce-9e48daccf54d,"Street 22",Public,FIN22,Customer,23da729d-888c-41a4-bc61-e4242ddbf90a,Senior,Value_Sales_Region_22,Value_Industry_Sector_22,038722762,24507,"Account Manager 22",0112063239,0141012956,SSIC22,3,Test22,Organic,KL
925454dc-d605-483d-b828-57ca1bfe718b,"Generated note 23. Generated note 23. Generated note 23. Generated note 23. Generated note 23. Generated note 23. Generated note 23. Generated note 23. Generated note 23. Generated note 23. ",1989-10-04,0c9424ff-33c7-4c0f-88bf-209f65f7e19f,"Manager 23",UEN23,https://company23.com,User23,"Kuala Lumpur",NRIC23,Value_Referrer_Email_Address_23,0a975b73-18b1-4138-99fa-0fb77256875f,6bd1d010-e924-4419-b052-1744e08ca3d6,Direct,1,"Company Block 23",1,50000,https://company23.com,"Ref Address 23",2026-03-04,https://linkedin.com/company/23,"Owner 23","Test University 23",cc6bc821-8c67-415a-99e4-f26fcbe75175,50000,https://facebook.com/company23,Value_Secondary_Business_Acc_Mgr_23,Converted,Value_Career_Level_23,Dr,Engineering,83dd1670-fafc-4e79-b5d4-eafb0a492715,143043,PASS23,Large,"Campaign 4",Marketing,0137390420,Value_Primary_Business_Acc_Mgr_23,ed88f50d-f5b2-4c0a-94da-d3684276c5dc,fcfc8f7c-4c6a-43a0-a56d-63c272603b6f,"Street 23",NGO,FIN23,Alumni,6dd7e69e-1676-4dc0-a2e7-23ac8105420f,Lead,Value_Sales_Region_23,Value_Industry_Sector_23,032731344,188089,"Account Manager 23",0143550612,0110661038,SSIC23,6,Test23,Referral,KL
561fad16-7c24-48b5-b4cf-e28d86d83d07,"Generated note 24. Generated note 24. Generated note 24. Generated note 24. Generated note 24. Generated note 24. Generated note 24. Generated note 24. Generated note 24. Generated note 24. ",1999-03-09,4a534e2c-d9ce-4e5b-9d17-938b70d15d22,"Manager 24",UEN24,https://company24.com,User24,"Kuala Lumpur",NRIC24,Value_Referrer_Email_Address_24,43db858f-794a-42a4-9775-b251ffd9cb61,10bec436-9f80-4e8b-8b9d-16725feee0d6,Google,0,"Company Block 24",0,50000,https://company24.com,"Ref Address 24",2026-03-04,https://linkedin.com/company/24,"Owner 24","Test University 24",3d14df13-e0fa-4295-a444-34691ca4f3d6,50000,https://facebook.com/company24,Value_Secondary_Business_Acc_Mgr_24,New,Value_Career_Level_24,Mdm,"Computer Science",f81b250b-3961-4c42-a227-27a7dadd3f27,48191,PASS24,Small,"Campaign 5",IT,0190192985,Value_Primary_Business_Acc_Mgr_24,88d04d9b-e2ed-4d18-b2c4-5f81939bd8c7,dff75a4a-b0d0-4178-a916-569d8b51ada0,"Street 24",Private,FIN24,Prospect,34128bb4-fae9-4c8c-8d5d-bc42abbf0dd7,Junior,Value_Sales_Region_24,Value_Industry_Sector_24,033394731,69930,"Account Manager 24",0115027849,0177002309,SSIC24,9,Test24,CPC,KL
1309fcff-ef46-421c-98db-7d5b59892bec,"Generated note 25. Generated note 25. Generated note 25. Generated note 25. Generated note 25. Generated note 25. Generated note 25. Generated note 25. Generated note 25. Generated note 25. ",1997-01-27,89d392fa-64b0-4078-8f0d-d7073ff029a7,"Manager 25",UEN25,https://company25.com,User25,"Kuala Lumpur",NRIC25,Value_Referrer_Email_Address_25,7d5a0a39-1acf-40a7-a037-b8a7bce0ae32,ed1005f2-b9c6-4764-aeca-11b5e7246fc2,LinkedIn,1,"Company Block 25",1,50000,https://company25.com,"Ref Address 25",2026-03-04,https://linkedin.com/company/25,"Owner 25","Test University 25",fbd92e7e-50a6-4464-b349-ca823f1c78cf,50000,https://facebook.com/company25,Value_Secondary_Business_Acc_Mgr_25,Working,Value_Career_Level_25,Mr,Business,4c55a7cf-c6c0-44bd-bdf2-a4aca96948f6,142132,PASS25,Medium,"Campaign 1",Finance,0136052131,Value_Primary_Business_Acc_Mgr_25,ac36dce2-cadd-48be-b1b9-af00478f2f4c,795454e1-0638-40b3-8f34-db93aab7763c,"Street 25",Public,FIN25,Lead,c9c95d3f-5a6a-4387-a381-fd1308a4bac0,Mid,Value_Sales_Region_25,Value_Industry_Sector_25,037477585,367844,"Account Manager 25",0173434687,0160338100,SSIC25,6,Test25,Email,KL
23b43730-aa30-4d97-872c-6e1ee99d0ff2,"Generated note 26. Generated note 26. Generated note 26. Generated note 26. Generated note 26. Generated note 26. Generated note 26. Generated note 26. Generated note 26. Generated note 26. ",1989-03-18,a6d1a536-99aa-4a9d-a178-8fa68211ea91,"Manager 26",UEN26,https://company26.com,User26,"Kuala Lumpur",NRIC26,Value_Referrer_Email_Address_26,4b0b9820-3a68-46c0-8cb7-2a1ccf0670ea,762698c2-2580-4b78-84bc-3d4239eabc46,Facebook,0,"Company Block 26",0,50000,https://company26.com,"Ref Address 26",2026-03-04,https://linkedin.com/company/26,"Owner 26","Test University 26",872e0838-4e92-49b6-9115-787238a711f7,50000,https://facebook.com/company26,Value_Secondary_Business_Acc_Mgr_26,Nurture,Value_Career_Level_26,Ms,IT,9fde13a4-eb3e-4e0c-bf55-8428f4e95634,95167,PASS26,Large,"Campaign 2",Sales,0162082813,Value_Primary_Business_Acc_Mgr_26,03989b57-ccd0-4d33-b6c3-d388e047979a,f51de9dc-3ac8-4853-a56a-ef1f547eb842,"Street 26",NGO,FIN26,Customer,39751ff6-3a99-47a4-b84f-0a200d50e299,Senior,Value_Sales_Region_26,Value_Industry_Sector_26,038638432,432022,"Account Manager 26",0127844354,0128976510,SSIC26,7,Test26,Organic,KL
b2b00f49-3566-41a0-92cb-677b28b593ee,"Generated note 27. Generated note 27. Generated note 27. Generated note 27. Generated note 27. Generated note 27. Generated note 27. Generated note 27. Generated note 27. Generated note 27. ",1994-02-04,c8cb70ae-4ae8-441b-afd3-11382f9788d9,"Manager 27",UEN27,https://company27.com,User27,"Kuala Lumpur",NRIC27,Value_Referrer_Email_Address_27,240279bc-5817-4456-975e-a07e1cc7b846,088a7349-3ed2-49d5-a3b8-1dd034777765,Direct,1,"Company Block 27",1,50000,https://company27.com,"Ref Address 27",2026-03-04,https://linkedin.com/company/27,"Owner 27","Test University 27",66c4b43c-9c9f-4d9f-8c7b-4fc537b9ba41,50000,https://facebook.com/company27,Value_Secondary_Business_Acc_Mgr_27,Converted,Value_Career_Level_27,Mrs,Engineering,78d07ffc-3980-4641-94e1-8c55c8cb225b,47290,PASS27,Small,"Campaign 3",Marketing,0181529487,Value_Primary_Business_Acc_Mgr_27,0ae725c9-ba48-4587-b15b-f00830d4afc1,24149af6-a9fa-4b01-b63b-7d483071715f,"Street 27",Private,FIN27,Alumni,75d0de83-52c8-4de5-8048-71f341687cbc,Lead,Value_Sales_Region_27,Value_Industry_Sector_27,031724192,124431,"Account Manager 27",0178659172,0192329347,SSIC27,6,Test27,Referral,KL
c678f578-db07-4b84-9447-0688ae43c2d8,"Generated note 28. Generated note 28. Generated note 28. Generated note 28. Generated note 28. Generated note 28. Generated note 28. Generated note 28. Generated note 28. Generated note 28. ",1984-01-23,6bb4082b-e1f8-4119-979b-0e2ddfb6a606,"Manager 28",UEN28,https://company28.com,User28,"Kuala Lumpur",NRIC28,Value_Referrer_Email_Address_28,12a78677-b1b6-4194-9649-519132acce85,5ac31955-e602-464b-8f1b-bbe1172622a0,Google,0,"Company Block 28",0,50000,https://company28.com,"Ref Address 28",2026-03-04,https://linkedin.com/company/28,"Owner 28","Test University 28",e23c2884-dc5b-4907-a4c0-aefc3d6f3d38,50000,https://facebook.com/company28,Value_Secondary_Business_Acc_Mgr_28,New,Value_Career_Level_28,Dr,"Computer Science",3aa42f15-d0d8-49cb-9c1c-1fd6da977178,31965,PASS28,Medium,"Campaign 4",IT,0114215670,Value_Primary_Business_Acc_Mgr_28,e30fbd49-10bb-4bd9-b310-2c79efe76efb,77c41d48-2e3c-4387-97ff-becbf2cf5d46,"Street 28",Public,FIN28,Prospect,ab4e4e7c-9b4c-43f3-8a73-3bdb6c375009,Junior,Value_Sales_Region_28,Value_Industry_Sector_28,034956382,308068,"Account Manager 28",0142689520,0184064821,SSIC28,13,Test28,CPC,KL
a9e4a553-5aa5-43d3-ab2d-7582cb055c86,"Generated note 29. Generated note 29. Generated note 29. Generated note 29. Generated note 29. Generated note 29. Generated note 29. Generated note 29. Generated note 29. Generated note 29. ",1981-11-17,71fe3905-9e6f-41ca-88b7-b0a75c4ae8eb,"Manager 29",UEN29,https://company29.com,User29,"Kuala Lumpur",NRIC29,Value_Referrer_Email_Address_29,bf1bdb6b-33be-4c04-af87-2a9b8718da2d,0709fdcc-b28f-41d9-ba6a-69c49de13655,LinkedIn,1,"Company Block 29",1,50000,https://company29.com,"Ref Address 29",2026-03-04,https://linkedin.com/company/29,"Owner 29","Test University 29",b76f964a-0f7c-417a-9d90-e310fd176af4,50000,https://facebook.com/company29,Value_Secondary_Business_Acc_Mgr_29,Working,Value_Career_Level_29,Mdm,Business,a6b0885d-de1f-420e-8ae8-7f04eaa5e60f,80809,PASS29,Large,"Campaign 5",Finance,0149262734,Value_Primary_Business_Acc_Mgr_29,01f93346-49b3-47b7-95a4-1a548f003f4f,af64dd1f-033f-4bc6-ad34-8935ea0b840f,"Street 29",NGO,FIN29,Lead,d3dfab66-28ef-4aa6-bd3e-c1479e860cc4,Mid,Value_Sales_Region_29,Value_Industry_Sector_29,033950530,246587,"Account Manager 29",0126926412,0130174732,SSIC29,10,Test29,Email,KL
dfb3e6e1-3a4f-4879-97e6-543a2d75326d,"Generated note 30. Generated note 30. Generated note 30. Generated note 30. Generated note 30. Generated note 30. Generated note 30. Generated note 30. Generated note 30. Generated note 30. ",1981-08-16,e8801d38-a983-4a11-b84c-3609be4ce0e3,"Manager 30",UEN30,https://company30.com,User30,"Kuala Lumpur",NRIC30,Value_Referrer_Email_Address_30,cbc269a1-2c4d-45de-8502-6db7523a8d8d,537f9c35-d528-419b-9bf8-a866fcd02ea8,Facebook,0,"Company Block 30",0,50000,https://company30.com,"Ref Address 30",2026-03-04,https://linkedin.com/company/30,"Owner 30","Test University 30",4a71704a-63b6-4f8d-821e-93412302eeb7,50000,https://facebook.com/company30,Value_Secondary_Business_Acc_Mgr_30,Nurture,Value_Career_Level_30,Mr,IT,b22f2c28-a2d0-446a-a32d-c0ddc23fe496,33776,PASS30,Small,"Campaign 1",Sales,0126952892,Value_Primary_Business_Acc_Mgr_30,0c0bedf4-3d3d-49d9-bfb9-3424ecbea440,154f5e91-41df-47c3-815d-7b89f19664ee,"Street 30",Private,FIN30,Customer,f9ec81f9-f373-462d-9bc9-d27be2a914c4,Senior,Value_Sales_Region_30,Value_Industry_Sector_30,036729294,138401,"Account Manager 30",0149917366,0172183380,SSIC30,11,Test30,Organic,KL
